p4vlowVl4d,инициализировал dep,dep,""
snowmint,hw6-4 half,half,""
Igor Houwat,update index.html,index.html,""
sourceconnect-tests,e2e test 2020-01-01t00:42:09.443066,test 2020-01-01t00:42:09.443066,2020-01-01t00:42:09.443066
Marc Ferland,tidy up,up,""
Junwon,handled getting comments,getting comments the,comments the decending
skyblockz,auto alias database,alias database update,database update
Dor Gamliel,added argument acception.,argument acception.,acception.
TigerMuskellunge,update strawberry_2019.html,strawberry_2019.html,""
Anthony Gedeon,deleted code and,code and now,and now i
Lateef Ojulari,update read me,read me,me
Lee Bussy,release 1.0.0,1.0.0,""
Marco Acierno,hotels,"",""
github-actions[bot],🐤 2020-01-01-00-43-20,2020-01-01-00-43-20,""
Seth Anderson,initial commit,commit,""
Nicholas,updated loot run,loot run command,run command messages
Rae,updates to docker,to docker and,docker and nginx
FieryEvent,automatic upload.,upload.,""
Ri Xin Yang,automatically backed up,backed up by,up by learn
Ben Rousch,remove references to,references to google,to google plus
GoldenHarp,fixed stuff,stuff,""
id405,made tabes take,tabes take up,take up multiple
p進大好きbot,update nav.html,nav.html,""
Thomas Wright,automatically backed up,backed up by,up by learn
eileen,add test on,test on buildmembershiptypevalues,on buildmembershiptypevalues &
Dale Hamel,fix alpine on,alpine on ci,on ci
Mounaiban,disable html escape,html escape in,escape in editor
Nikita Patlay,updated api,api,""
RileyJCB,setting a branch,a branch,branch
Aldrin,update linear models,linear models -,models - logistic
5john,2020/01/01 00:43:26,00:43:26,""
Ralf Barkow,plugin.properties must,plugin.properties must be,must be located
rstad,update readme.md,readme.md,""
AndresFDaza,sencilla modificacion sonido,modificacion sonido en,sonido en el
Justin,added ui to,ui to multitrackeradded,to multitrackeradded the
Eric Chen,all done!!,done!!,""
John Romkey,added prusa server,prusa server,server
Ross Chapman,2020 updatecopyright date,"updatecopyright date update,","date update, text"
Stefan Eiermann,update conf.py,conf.py,""
Pierre Hunault,improve performance when,performance when exporting,when exporting strategic
Rika,maintainers: add rika,add rika,rika
paulgrote,bootcamp wk 4,wk 4 stuff,4 stuff
benwubenwu,add files via,files via upload,via upload
Vivian L,merge pull request,pull request #71,request #71 from
agwlvssainokuni,メール送信機能：構成見直し。,"",""
Wavebrother,update for 30.0.17,for 30.0.17,30.0.17
Hanna Alemu,update readme.md,readme.md,""
Anurag Kumar,update action.js,action.js,""
SockPuppetry,travis ci build,ci build 187066,build 187066
Danilo Margarido,[travis] uncomment those,uncomment those variablesapparently,those variablesapparently travis
Marc Ferland,had to downgrade,to downgrade to,downgrade to node
Grant,target doesn't take,doesn't take in,take in add
Victor Andres Hernandez P,ajuste en menu,en menu 3,menu 3
root,ac,"",""
alebelcor,add energy saving,energy saving settings,saving settings
yuriy8625,refactor all,all,""
kk-1988_vmware,支持按键控制led功能,"",""
itsangela,finish ch2,ch2,""
Mike Brady,added readme,readme,""
Ellen Kenyon,add files via,files via upload,via upload
Alex-Au1,update and rename,and rename change_profile.css,rename change_profile.css to
Roger Chapman,remove window arrangements,window arrangements in,arrangements in iterm
David Qiu,add pick topics,pick topics script,topics script
sMash0,finish readme and,readme and mention,and mention god's
Burak Ozarslan,setup django project.,django project.,project.
Darnell,limits on when,on when follows,when follows and
Me Ngan,fix,"",""
pentarctagon,remove windowstimeout.cpp and,windowstimeout.cpp and related.this,and related.this is
jekyllvn,update footer.html,footer.html,""
Marcel Marceau,paradise 11085 ->,11085 -> accepted,-> accepted
Weverson Nascimento,add hero component,hero component,component
Dak Smyth,update programs.cfg,programs.cfg,""
blensink192,upload “/assets/uploads/kehlani.png”,“/assets/uploads/kehlani.png”,""
aliefamzari,add dbpasswd check,dbpasswd check,check
Deployment Bot (from Travis CI),deploy zulala/notes to,zulala/notes to github.com/zulala/notes.git:gh-pages,to github.com/zulala/notes.git:gh-pages
torrent benoit,add media query,media query,query
SeanRen,create chapter11-depth.pdf,chapter11-depth.pdf,""
god,asfasf,"",""
gnlenfn,12.31,"",""
CJXDBot,chore(deps): bump https://github.com/cb-kubecd/bdd-spring-1577839158.gitcommand,bump https://github.com/cb-kubecd/bdd-spring-1577839158.gitcommand run,https://github.com/cb-kubecd/bdd-spring-1577839158.gitcommand run was
Wenpo Pao,fix a syntax,a syntax error,syntax error
Michell Brito,update readme.md,readme.md,""
glitchhhhy,update script.js,script.js,""
Renovate Bot,update dependency react-syntax-highlighter,dependency react-syntax-highlighter to,react-syntax-highlighter to v12
anthonyjchriste,update incident data,incident data collector.,data collector.
jinghuijuan,log,"",""
zack,/ ‘class_notes/2019/analysis/review/quals/solutions/fall 2017.md’,‘class_notes/2019/analysis/review/quals/solutions/fall 2017.md’,2017.md’
"Angelica \"Angie\" Quirarte",update issue templates,issue templates,templates
Tim Kim,pushed blue circle,blue circle z-index,circle z-index up
474151949,log,"",""
Igor Houwat,update style.css,style.css,""
Priz,all current files,current files have,files have been
jinghuijuan6,log,"",""
87591,log,"",""
Aishwarya Pawar,delete one,one,""
474151949,log,"",""
blensink192,upload “/assets/uploads/ldr.png”,“/assets/uploads/ldr.png”,""
hwx438865,log,"",""
jinghuijuan9,log,"",""
87591,log,"",""
Noah Glaser,auto-generated commit,commit,""
87591,log,"",""
87591,log,"",""
bozhidar.slavov,register panel edited,panel edited using,edited using angular
hou1234,log,"",""
Wavebrother,1.0.3.1,"",""
Gavin,create readme.md,readme.md,""
hwx438865,log,"",""
jinghuijuan5,log,"",""
hwx438865,log,"",""
jinghuijuan9,log,"",""
474151949,log,"",""
jinghuijuan10,log,"",""
harshit.gupta1,updated readme,readme,""
Jeff Linahan,gave shrinktree delete,shrinktree delete verts,delete verts on
eschul07,update readme.md,readme.md,""
Chukwuemeka O Ike,info for parking,for parking algo,parking algo
joshith,enhancement to honor,to honor strategies,honor strategies to
Eric Crooks,[staging] fix responses,fix responses,responses
Edmund Miller,fix(node): add boot,add boot loader,boot loader for
Keyi Zhang,test windows build,windows build [skip,build [skip travis]
Brokalys bot,monthly price per,price per sqm,per sqm data
Gordon Hsu,added generic pid,generic pid controller,pid controller and
Grant,splitting up api,up api calls.,api calls.
AlanTellezS,update emalist4_5.json,emalist4_5.json,""
Egor Tensin,wip,"",""
GitClock,update time,time,""
visn0,made structure of,structure of minimax,of minimax
wessilfie,rebuild pages,pages,""
ejir,22,"",""
Renovate Bot,renovatebot(deps): update apacheds.version,update apacheds.version,apacheds.version
Sinan,delete foundation.css,foundation.css,""
zack,/ ‘class_notes/2019/analysis/review/quals/solutions/fall 2017.md’,‘class_notes/2019/analysis/review/quals/solutions/fall 2017.md’,2017.md’
blensink192,upload “/assets/uploads/slowthai.png”,“/assets/uploads/slowthai.png”,""
benwubenwu,update readme.md,readme.md,""
Mohamed Mohamed,update index.html,index.html,""
KOLANICH,initial commit,commit,""
anyabot,create procfile,procfile,""
george,new version tue,version tue dec,tue dec 31
Pablo Bonilla,alerta de salida,de salida en,salida en front
qiujiahong,添加ssh,"",""
AlphaCentaury,beta 1 rtw,1 rtw sprint:,rtw sprint: configuration
kartelant,fix incorrect description,incorrect description parsing,description parsing
Eric Winger,remove from dictionary,from dictionary tweak,dictionary tweak
Ryan P. Brewster,day06/part1,"",""
Eric Marty,start database schema.,database schema.,schema.
AndresFDaza,sencilla modificacion sonido,modificacion sonido en,sonido en el
Rehan,lucid image re-added,image re-added,re-added
shinchiro,[shinchiro] ascendance of,ascendance of a,of a bookworm
kt,ensure doc examples,doc examples use,examples use example-resources
SmellyModder,added hurt animation,hurt animation,animation
MichaelRomero,completed authactions linter,authactions linter,linter
David Barri,upd,"",""
Sandeep Sagar,api auth server,auth server,server
dependabot[bot],bump eslint from,eslint from 3.19.0,from 3.19.0 to
Perry Miller,checking for fewer,for fewer than,fewer than 2
Fazlur Rahman,add orderonline app,orderonline app,app
thomasmarsh16,update readme.md,readme.md,""
aqi-moscun,update file at:,file at: 2020-01-01,at: 2020-01-01 00:43:58
blensink192,upload “/assets/uploads/tyler.png”,“/assets/uploads/tyler.png”,""
Kojima Seiichi,oobp3(cl),"",""
Gilson Oliveira,reajuste no controller,no controller,controller
Sinan,delete normalize.css,normalize.css,""
Vaclav Svejcar,minor tweaks,tweaks,""
Richard Diz,set default user,default user role,user role but
devops-intellipaat,added feature a,feature a,a
geraldotakashikodaira,add files via,files via upload,via upload
Thomas Cort,misc terminal settings,terminal settings,settings
liruqi,partially convert from,convert from 20191220,from 20191220 stream13
Thomas Rampelberg,update to new,to new version,new version of
parkerziegler,final adjustments to,adjustments to index.d.ts,to index.d.ts
aprilahijriyan,update to stable,to stable version,stable version
RhXKGxbwQHmTREDU,45243751,"",""
Kin Lane,write file,file,""
Marcus Wilson,add created date,created date to,date to chadwick
attatuirk,update kr_costa_rica_l_english.yml,kr_costa_rica_l_english.yml,""
Jordle,create cname,cname,""
happysimon123,123,"",""
happysimon123,123,"",""
l1oret,add team factory,team factory,factory
Armok628,add .s and,.s and fix,and fix number-char
Brian Larsen,update meta.yaml,meta.yaml,""
Ross Borchers,update readme.md,readme.md,""
Danilo Margarido,add jq to,jq to the,to the installed
SeanRen,delete projection matrix,projection matrix left,matrix left and
Rabia Alhaffar,add files via,files via upload,via upload
Kari Lockwood-Oliver,changes to nav,to nav menu,nav menu on
Treee,build,"",""
Abdelrahman Bakry,destructuring arguments,destructuring arguments,arguments
keum,status for 12-31-2019,for 12-31-2019 04:40:00,12-31-2019 04:40:00 pm
sambeebe,update,"",""
Geoffrey Lovelace,add quick-start guide,quick-start guide for,guide for vscode/docker
Sinan,delete foundation.min.css,foundation.min.css,""
Amirhossein,update apps.json,apps.json,""
dawdads,add files via,files via upload,via upload
Balasubramanian Narasimhan,initial commitinitial commit,commitinitial commit,commit
Adam Schaefers,compton: fix hacky,fix hacky build,hacky build
yaoye-docker,update readme.md,readme.md,""
wigforss,[maven-release-plugin] prepare release,prepare release java-8-base-0.176,release java-8-base-0.176
bkinney91,update service file,service file for,file for new
Daniel Hoffmann,ninja 13 ex,13 ex 2,ex 2
Michael Phantom,update readme.md,readme.md,""
Jimmy Emery,updating package,package,""
FanzOfLenaZavaroni,update onthisday.md,onthisday.md,""
Renovate Bot,update dependency eslint-plugin-jest,dependency eslint-plugin-jest to,eslint-plugin-jest to v23.2.0
Vaibhav Kamra,address review comments,review comments,comments
Jason Leach,setting up redux,up redux,redux
Ethan Lowman,dark mode,mode,""
Rodrigo Brito,fix(doc): ajustments in,ajustments in doc,in doc and
Jennifer Huang,[docs] update c++,update c++ client,c++ client libraries
wigforss,[maven-release-plugin] prepare for,prepare for next,for next development
Aida,el,"",""
Alex Browne,add workaround for,workaround for golangci-lint,for golangci-lint
Michael Reilly,update development_projects.py,development_projects.py,""
pillipsim,update kr_league_of_eight_provinces_l_english.yml,kr_league_of_eight_provinces_l_english.yml,""
chuan12,update data.js,data.js,""
Firas Khalil Khana,update license,license,""
donaldsouza,message_2020-01-01t00:44:14,"",""
Hillgner Lima,alterado pasta de,pasta de documentação,de documentação
Kushal Seetharam,plots,"",""
Aishwarya Pawar,add files via,files via upload,via upload
qbert,update style.scss,style.scss,""
Sanjeev Mehrotra,update,"",""
chuan12,update data.json,data.json,""
kienchen,remove lock files,lock files,files
bartkoz,all tests pass,"tests pass now,","pass now, added"
Luis Alvarez,updated to support,to support single,support single page
giri,new job result,job result update,result update
Turnip1234,update4,"",""
Rajko Zschiegner,update sheffield.yml,sheffield.yml,""
Alice Wercker,canary commit at,commit at 2020-01-01,at 2020-01-01 00:44:15.482647882
Le Heng Chieu,backup,"",""
Dream-LC,site updated: 2020-01-01,updated: 2020-01-01 08:43:20,2020-01-01 08:43:20
Stephen,update a.css,a.css,""
tiago archanjo,update index.htmladd section,index.htmladd section,section
e513131,update capstone.java,capstone.java,""
latent-info,regular uploading of,uploading of articles,of articles
wandererfan,[td]fix dimension selection,dimension selection issues,selection issues
jiwonnam,create cname,cname,""
Tianon Gravi,add tls support,tls support in,support in 6.0+
mapcat,update ar.ar115.wpt,ar.ar115.wpt,""
Patlay Nikita,update readme.md,readme.md,""
TylerSeiford,"v0.0.2, still need",still need a,need a cap
Vivian,changed backgrounds,backgrounds,""
binishmaharjan,creating new file,new file,file
Haseeb Majid,:rotating_light: removed tslintremoved,"removed tslintremoved tslint,","tslintremoved tslint, replaced"
BuildTools,added prototype create/run,prototype create/run lobby,"create/run lobby functionality,"
Suryansh,dashboard widgets grid,widgets grid drag,grid drag setup
Mumeen Idris,add test cases,test cases to,cases to get
Markus Schirp,add unparser::ast::localvariablescope mutant,unparser::ast::localvariablescope mutant exclusion,mutant exclusion
vlad,use eval on,eval on the,on the correct
Steven Saunders,fixed js validation,js validation and,validation and error
Tobias Briones,scripts that i,that i had,i had from
Gavin,update readme.md,readme.md,""
seatacken,working on new,on new counter,new counter functionality
spacedove,update kr_fengtian_l_english.yml,kr_fengtian_l_english.yml,""
Docker Library Bot,run update.sh (ppc64le,update.sh (ppc64le --,(ppc64le -- https://hub.docker.com/u/ppc64le/)
Nora_Wang,create 049. group,049. group anagrams.py,group anagrams.py
AdrianValenciaSantos,final updates for,updates for mobile,for mobile format.
ChrisH,add download link,download link to,link to poster
lexx,added vets list,vets list and,list and update
li-xie,modified to allow,to allow number,allow number of
Zachary Jacobs,automatically backed up,backed up by,up by learn
Thomas Andolf,added dagens pass,dagens pass number,pass number 42
alik604,update readme.md,readme.md,""
Emad Alharbi,updated/remove files to,files to publish,to publish in
